iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,0.166249519921,0.278810748324,0.505135135135,0.103218645949,0.050220136
10,0.166259495989,0.278778997132,0.505135135135,0.103218645949,0.533995054
20,0.16615208263,0.278472792553,0.505405405405,0.105438401776,0.975217576
30,0.165955446466,0.277554248786,0.505945945946,0.106548279689,1.420223753
40,0.183971115204,0.323246598505,0.503513513514,0.103218645949,1.894804641
50,0.183965996403,0.323216678264,0.503513513514,0.103218645949,2.346846532
60,0.183960815926,0.323309398014,0.503513513514,0.103218645949,2.796724498
70,0.183015875852,0.32074048148,0.505135135135,0.105438401776,3.2431199
80,0.182954386331,0.320578297742,0.505405405405,0.105438401776,3.711660958
90,0.183128926245,0.321499467915,0.505405405405,0.105438401776,4.187383192
100,0.182709834356,0.32062048207,0.505405405405,0.105438401776,4.640590688
110,0.182761793108,0.320754518196,0.505405405405,0.105438401776,5.110242325
120,0.182765330655,0.319550841885,0.505135135135,0.105438401776,5.556407265
130,0.188202168096,0.331646503849,0.504864864865,0.105438401776,6.004811508
140,0.188754874718,0.333119081488,0.504324324324,0.104328523862,6.45366249
150,0.188625124496,0.332498910714,0.504594594595,0.105438401776,6.893549719
160,0.186545751993,0.328846364804,0.505135135135,0.105438401776,7.352008793
170,0.186341400513,0.328271760885,0.505135135135,0.105438401776,7.794142974
180,0.185258118068,0.324413351582,0.505945945946,0.107658157603,8.235537138
190,0.183652008291,0.320698047879,0.510810810811,0.11320754717,8.672034549
200,0.18291207057,0.319179095741,0.511081081081,0.114317425083,9.119589726
210,0.170509692749,0.290590895367,0.514864864865,0.117647058824,9.567570126
220,0.170472392321,0.290409277445,0.514864864865,0.117647058824,10.002981891
230,0.170425482491,0.290795144213,0.514594594595,0.11986681465,10.437125929
240,0.170275483039,0.289718516147,0.514864864865,0.120976692564,10.878068353
250,0.170080305543,0.289451482257,0.515135135135,0.120976692564,11.344623564
260,0.170110243156,0.289447539168,0.514054054054,0.122086570477,11.79761068
270,0.170564186528,0.290589037157,0.514054054054,0.11986681465,12.27688086
280,0.170015976082,0.289344119288,0.515405405405,0.122086570477,12.737301415
290,0.166757921326,0.281303246348,0.518108108108,0.124306326304,13.187742896
300,0.166741282147,0.281250341924,0.518108108108,0.124306326304,13.627095027
310,0.166182280345,0.278118407035,0.51972972973,0.126526082131,14.084658844
320,0.165918861648,0.277378242118,0.52027027027,0.127635960044,14.543646908
330,0.183260955216,0.318521066428,0.516486486486,0.11320754717,14.990235162
340,0.165871469385,0.277256511212,0.52027027027,0.127635960044,15.446709413
350,0.16578280163,0.277131262127,0.52027027027,0.129855715871,15.877655154
360,0.165584427883,0.276871384059,0.520810810811,0.128745837958,16.325259165
370,0.165572097283,0.276846517503,0.520810810811,0.128745837958,16.759688463
380,0.165246328663,0.276059657187,0.520810810811,0.128745837958,17.200766672
390,0.16518740433,0.275984182008,0.520810810811,0.128745837958,17.647923791
400,0.165127430774,0.275823103948,0.520810810811,0.128745837958,18.081661933
410,0.165102603337,0.275769285219,0.520810810811,0.128745837958,18.524259581
420,0.164982507162,0.27536321257,0.520810810811,0.129855715871,18.952191395
430,0.164952506464,0.275269528901,0.520540540541,0.129855715871,19.379105422
440,0.164826808712,0.274854899152,0.520810810811,0.129855715871,19.811208058
450,0.144889384054,0.218452509438,0.527567567568,0.146503884573,20.238870091
460,0.144491116855,0.217862135693,0.528918918919,0.150943396226,20.683289512
470,0.144460149864,0.21781479069,0.528918918919,0.150943396226,21.107875951
480,0.14438579151,0.217229547121,0.528918918919,0.15205327414,21.558689409
490,0.131208407919,0.167043374916,0.526486486486,0.246392896781,21.996659025
500,0.13499338667,0.180710118817,0.524054054054,0.238623751387,22.451729459
510,0.131108667629,0.16668891737,0.525405405405,0.247502774695,22.888461187
520,0.125115997403,0.115826687054,0.485405405405,0.451720310766,23.323812792
530,0.125036870102,0.115658889061,0.486216216216,0.452830188679,23.769260156
540,0.128544704412,0.155525753624,0.519459459459,0.275249722531,24.219310957
550,0.124856323936,0.115550225714,0.488648648649,0.455049944506,24.654784605
560,0.124854133033,0.115549275829,0.488648648649,0.455049944506,25.106427829
570,0.1248376014,0.115408806895,0.488648648649,0.457269700333,25.544570653
580,0.124882556904,0.115497348663,0.487567567568,0.45615982242,25.975630361
590,0.124638025191,0.114801533151,0.490540540541,0.460599334073,26.42634023
600,0.124670093967,0.114963734427,0.48972972973,0.457269700333,26.873683655
610,0.124217220912,0.113970548043,0.495135135135,0.467258601554,27.317930062
620,0.124168009448,0.11391019577,0.495135135135,0.467258601554,27.772582986
630,0.124217302473,0.11371272452,0.495945945946,0.468368479467,28.222441184
640,0.122826751486,0.109270319298,0.507567567568,0.506104328524,28.673056177
650,0.122618591223,0.108272278041,0.512162162162,0.544950055494,29.126938462
660,0.122625167404,0.1079564296,0.512162162162,0.547169811321,29.578472296
