iterations,fitness,time,fevals
0,7.0,3.4057e-05
1,7.0,4.7169e-05
2,7.0,5.6418e-05
3,7.0,6.5598e-05
4,7.0,7.72e-05
5,4.0,8.8101e-05
6,4.0,0.000100378
7,7.0,0.000110233
8,7.0,0.000119718
9,7.0,0.000132328
10,7.0,0.000143099
11,7.0,0.000153405
12,7.0,0.000162696
13,7.0,0.000175027
14,7.0,0.000184228
15,7.0,0.000192962
16,7.0,0.000202369
17,5.0,0.000211451
18,5.0,0.000220177
19,5.0,0.000232362
20,5.0,0.000241101
21,5.0,0.000249846
22,5.0,0.000261914
23,5.0,0.000270461
24,4.0,0.000279404
25,4.0,0.000287969
26,4.0,0.000297037
27,5.0,0.000304989
28,5.0,0.000313721
29,5.0,0.000326021
30,5.0,0.000334941
31,5.0,0.000343523
32,5.0,0.000352198
33,5.0,0.000364455
34,5.0,0.000373055
35,5.0,0.000381594
36,5.0,0.000390427
37,5.0,0.000402586
38,5.0,0.000418458
39,5.0,0.000428028
40,5.0,0.000436905
41,5.0,0.000446004
42,5.0,0.000458478
43,5.0,0.00046715
44,5.0,0.000475649
45,5.0,0.000484445
46,5.0,0.000496496
47,5.0,0.000505147
48,5.0,0.000513881
49,5.0,0.000522715
50,5.0,0.000534965
51,5.0,0.000543524
52,5.0,0.000552142
53,5.0,0.000560568
54,5.0,0.000572331
55,5.0,0.000580979
56,5.0,0.000589576
57,5.0,0.000598153
58,5.0,0.000609615
59,5.0,0.000617908
60,5.0,0.000626414
61,5.0,0.000639425
62,5.0,0.00064785
63,5.0,0.000656196
64,5.0,0.000664746
65,5.0,0.00067675
66,5.0,0.000685338
67,5.0,0.000693923
68,6.0,0.000701787
69,6.0,0.000713639
70,6.0,0.000722291
71,6.0,0.00073111
72,6.0,0.000742834
73,6.0,0.000751286
74,6.0,0.000759951
75,6.0,0.000771766
76,6.0,0.000780072
77,6.0,0.000788501
78,6.0,0.000800176
79,6.0,0.000808391
80,6.0,0.000816826
81,6.0,0.000825262
82,6.0,0.000836627
83,6.0,0.000844603
84,6.0,0.000852593
85,6.0,0.000860579
86,6.0,0.000868605
87,6.0,0.000876688
88,6.0,0.000884716
89,6.0,0.000892915
90,6.0,0.000900581
91,6.0,0.000908631
92,6.0,0.000919971
93,6.0,0.000927937
94,6.0,0.000936088
95,6.0,0.000944334
96,6.0,0.000952592
97,6.0,0.000960963
98,6.0,0.000973752
99,6.0,0.000982133
100,6.0,0.000990407
101,6.0,0.001002164
102,6.0,0.001015446
103,6.0,0.001024777
104,6.0,0.001037735
105,6.0,0.001046619
106,6.0,0.001055432
107,6.0,0.001066904
108,6.0,0.001075094
109,6.0,0.001083406
110,6.0,0.001091585
111,6.0,0.001104197
112,6.0,0.001112477
113,6.0,0.001120883
114,6.0,0.001133031
115,6.0,0.001141511
116,6.0,0.001150018
117,6.0,0.001161945
118,6.0,0.001170604
119,6.0,0.001179402
120,6.0,0.001191586
121,6.0,0.001204082
122,6.0,0.001215884
123,6.0,0.00122519
124,6.0,0.001234243
125,6.0,0.001242869
